Date;Price(EUR/Ons)
19.08.2016;733.0633
22.08.2016;726.5567
23.08.2016;724.9700
24.08.2016;724.4300
25.08.2016;720.9967
26.08.2016;715.0167
29.08.2016;721.3333
31.08.2016;713.0267
1.09.2016;707.7400
2.09.2016;710.3667
5.09.2016;720.5967
6.09.2016;728.6200
7.09.2016;730.8500
8.09.2016;724.5933
9.09.2016;718.1267
16.09.2016;696.2767
19.09.2016;703.5067
20.09.2016;701.5667
21.09.2016;712.3333
22.09.2016;715.9700
23.09.2016;713.4800
26.09.2016;714.9933
27.09.2016;705.8400
28.09.2016;701.1967
29.09.2016;701.6600
30.09.2016;709.5367
3.10.2016;695.3767
4.10.2016;699.6733
5.10.2016;675.7567
6.10.2016;671.0333
7.10.2016;673.0267
10.10.2016;670.0900
11.10.2016;671.0767
12.10.2016;674.5067
13.10.2016;670.0500
14.10.2016;665.9833
17.10.2016;669.0933
18.10.2016;670.8733
19.10.2016;675.4900
20.10.2016;677.4200
21.10.2016;676.0500
24.10.2016;681.5567
25.10.2016;682.7633
26.10.2016;687.8100
27.10.2016;686.8733
31.10.2016;690.5067
1.11.2016;696.0767
2.11.2016;692.3667
3.11.2016;689.0933
4.11.2016;696.4300
7.11.2016;692.3500
8.11.2016;693.8900
9.11.2016;699.6233
10.11.2016;697.7100
11.11.2016;689.0533
14.11.2016;675.3333
15.11.2016;675.5100
16.11.2016;679.0633
17.11.2016;679.1467
18.11.2016;676.4733
21.11.2016;677.7733
22.11.2016;682.7400
23.11.2016;682.3300
24.11.2016;669.4300
25.11.2016;663.0367
28.11.2016;662.3067
29.11.2016;665.8267
30.11.2016;664.9667
1.12.2016;660.4667
2.12.2016;654.4400
5.12.2016;662.6900
6.12.2016;655.4633
7.12.2016;660.8300
8.12.2016;661.0767
9.12.2016;664.4800
12.12.2016;656.7000
13.12.2016;658.5633
14.12.2016;660.7333
15.12.2016;664.1500
16.12.2016;659.9967
19.12.2016;656.0833
20.12.2016;665.4833
21.12.2016;660.3333
22.12.2016;657.0733
23.12.2016;655.5467
26.12.2016;654.0867
27.12.2016;654.5233
28.12.2016;657.6000
29.12.2016;657.7633
30.12.2016;656.6900
2.01.2017;661.3733
3.01.2017;662.0000
4.01.2017;671.2767
5.01.2017;676.3100
6.01.2017;677.9200
9.01.2017;682.4700
10.01.2017;683.8967
11.01.2017;688.0867
12.01.2017;689.8667
13.01.2017;688.9167
16.01.2017;689.6800
17.01.2017;692.6500
18.01.2017;692.6867
19.01.2017;685.5933
20.01.2017;680.6167
23.01.2017;679.9867
24.01.2017;686.1433
25.01.2017;683.9067
26.01.2017;683.3500
27.01.2017;679.4567
30.01.2017;677.7767
31.01.2017;683.1000
1.02.2017;684.6433
2.02.2017;690.1033
3.02.2017;692.9200
6.02.2017;691.9867
7.02.2017;705.2633
8.02.2017;706.8833
9.02.2017;708.9500
10.02.2017;708.6533
13.02.2017;703.4367
14.02.2017;706.3233
15.02.2017;708.3900
16.02.2017;705.7000
17.02.2017;711.0133
20.02.2017;712.0633
21.02.2017;709.6900
22.02.2017;712.4067
23.02.2017;712.6633
24.02.2017;716.8667
27.02.2017;722.8367
28.02.2017;724.4167
1.03.2017;724.5433
2.03.2017;722.0533
3.03.2017;714.7000
6.03.2017;703.3533
7.03.2017;703.0633
8.03.2017;694.1000
9.03.2017;682.1667
10.03.2017;680.3867
13.03.2017;675.1033
14.03.2017;677.1800
15.03.2017;676.5567
16.03.2017;677.6633
17.03.2017;682.9733
20.03.2017;683.2767
21.03.2017;683.3867
22.03.2017;688.4167
23.03.2017;690.1000
24.03.2017;687.5100
27.03.2017;685.9733
28.03.2017;691.1833
29.03.2017;691.4300
30.03.2017;689.8800
31.03.2017;692.0333
3.04.2017;689.6133
4.04.2017;695.2667
5.04.2017;695.6333
6.04.2017;698.1167
7.04.2017;700.0467
10.04.2017;702.8000
11.04.2017;697.4900
12.04.2017;698.8433
13.04.2017;711.1233
14.04.2017;714.9067
17.04.2017;714.1667
18.04.2017;712.2033
19.04.2017;709.6000
20.04.2017;705.1900
21.04.2017;706.9000
24.04.2017;697.8800
25.04.2017;688.6667
26.04.2017;684.1367
27.04.2017;684.3333
28.04.2017;680.2533
2.05.2017;679.2733
3.05.2017;672.3667
4.05.2017;663.2067
5.05.2017;653.9267
8.05.2017;656.4033
9.05.2017;658.6800
10.05.2017;658.2600
11.05.2017;656.9433
12.05.2017;661.6667
15.05.2017;660.6000
16.05.2017;658.7833
17.05.2017;658.5000
18.05.2017;664.8867
22.05.2017;657.9167
23.05.2017;656.8267
24.05.2017;661.2967
25.05.2017;656.9800
26.05.2017;664.1167
29.05.2017;667.5267
30.05.2017;669.0567
31.05.2017;662.3833
1.06.2017;661.0567
2.06.2017;658.8500
5.06.2017;659.6267
6.06.2017;670.0267
7.06.2017;672.9233
8.06.2017;670.1067
9.06.2017;666.7633
12.06.2017;660.5567
13.06.2017;661.3633
14.06.2017;659.6000
15.06.2017;661.8767
16.06.2017;656.6467
19.06.2017;652.6800
20.06.2017;652.6900
21.06.2017;653.8400
22.06.2017;651.3933
23.06.2017;656.8400
28.06.2017;641.9833
29.06.2017;637.6500
30.06.2017;635.2133
3.07.2017;636.3400
4.07.2017;633.3533
5.07.2017;630.8533
6.07.2017;628.6100
7.07.2017;626.5133
10.07.2017;623.2300
11.07.2017;617.3000
12.07.2017;619.3567
13.07.2017;627.8600
14.07.2017;627.8733
17.07.2017;627.8500
18.07.2017;629.3367
19.07.2017;630.9933
20.07.2017;630.4833
21.07.2017;623.8200
24.07.2017;629.9233
25.07.2017;630.3767
26.07.2017;628.2100
27.07.2017;625.9667
28.07.2017;628.3767
31.07.2017;627.6500
1.08.2017;626.3533
2.08.2017;626.6033
3.08.2017;626.0467
4.08.2017;627.9200
7.08.2017;632.8933
8.08.2017;632.3200
9.08.2017;639.4533
10.08.2017;645.0433
11.08.2017;646.7733
14.08.2017;644.1000
15.08.2017;641.2000
16.08.2017;638.1633
17.08.2017;644.2700
18.08.2017;649.4300
21.08.2017;650.5833
22.08.2017;647.5867
23.08.2017;644.7867
24.08.2017;645.0167
25.08.2017;643.8833
28.08.2017;637.0533
29.08.2017;636.4767
5.09.2017;661.3967
6.09.2017;658.8500
7.09.2017;659.3767
8.09.2017;655.3400
11.09.2017;657.8967
12.09.2017;653.0333
13.09.2017;648.5200
14.09.2017;651.3567
15.09.2017;648.3667
18.09.2017;645.5567
19.09.2017;637.1967
20.09.2017;633.8033
21.09.2017;635.6633
22.09.2017;625.5433
25.09.2017;630.7900
26.09.2017;633.8500
27.09.2017;636.5833
28.09.2017;628.6300
29.09.2017;627.6100
2.10.2017;629.0267
3.10.2017;625.0200
4.10.2017;623.8500
5.10.2017;625.2800
6.10.2017;627.2000
9.10.2017;625.2900
10.10.2017;627.1167
11.10.2017;629.1533
12.10.2017;629.1600
13.10.2017;632.8100
16.10.2017;638.2567
17.10.2017;639.7500
18.10.2017;631.3200
19.10.2017;626.7633
20.10.2017;626.2567
23.10.2017;628.3100
24.10.2017;625.9967
25.10.2017;626.6167
26.10.2017;623.4900
27.10.2017;634.1200
30.10.2017;631.3133
31.10.2017;632.5067
1.11.2017;633.6433
2.11.2017;636.2167
3.11.2017;635.9300
6.11.2017;634.8767
7.11.2017;636.5000
8.11.2017;639.6000
9.11.2017;639.7967
10.11.2017;639.8500
13.11.2017;639.7833
14.11.2017;633.4767
15.11.2017;628.3500
16.11.2017;631.2067
17.11.2017;630.1600
20.11.2017;635.3867
21.11.2017;636.2133
22.11.2017;631.7100
23.11.2017;631.1467
24.11.2017;629.5033
27.11.2017;623.0233
28.11.2017;632.1033
29.11.2017;635.8200
30.11.2017;632.1633
1.12.2017;625.7600
4.12.2017;627.6867
5.12.2017;624.2667
6.12.2017;622.0367
7.12.2017;617.9400
8.12.2017;616.8467
11.12.2017;610.7367
12.12.2017;607.8800
13.12.2017;608.5633
14.12.2017;606.2633
15.12.2017;607.4033
18.12.2017;609.2567
19.12.2017;615.0633
20.12.2017;616.7000
21.12.2017;617.9300
22.12.2017;618.2433
25.12.2017;617.0067
26.12.2017;617.2667
27.12.2017;618.8567
28.12.2017;620.7900
29.12.2017;622.1800
2.01.2018;619.6867
3.01.2018;627.9300
4.01.2018;630.7667
5.01.2018;633.6033
8.01.2018;639.0033
9.01.2018;642.3800
10.01.2018;641.1233
11.01.2018;642.8733
12.01.2018;640.2133
15.01.2018;638.6200
16.01.2018;640.3333
17.01.2018;639.6567
18.01.2018;641.5367
19.01.2018;639.2500
22.01.2018;643.2233
23.01.2018;645.6967
24.01.2018;638.4667
25.01.2018;641.5067
26.01.2018;640.0300
29.01.2018;641.2500
30.01.2018;638.4700
31.01.2018;632.6433
1.02.2018;634.2467
2.02.2018;628.7833
5.02.2018;630.0433
6.02.2018;631.9967
7.02.2018;629.8733
8.02.2018;630.8200
9.02.2018;627.0133
12.02.2018;627.0667
13.02.2018;624.1400
14.02.2018;624.9033
15.02.2018;623.2800
16.02.2018;633.1200
19.02.2018;636.9500
20.02.2018;638.6267
21.02.2018;634.5467
22.02.2018;634.8800
23.02.2018;632.3200
26.02.2018;634.4033
27.02.2018;635.5567
28.02.2018;635.9433
1.03.2018;631.7467
2.03.2018;625.3733
5.03.2018;624.2533
6.03.2018;621.7467
7.03.2018;620.4433
8.03.2018;619.1467
9.03.2018;619.5200
12.03.2018;617.9367
13.03.2018;620.0167
14.03.2018;620.7233
15.03.2018;621.9233
16.03.2018;620.7600
19.03.2018;619.0800
20.03.2018;615.9400
21.03.2018;618.2933
22.03.2018;618.9367
23.03.2018;623.0133
26.03.2018;623.7900
27.03.2018;621.7100
28.03.2018;621.2500
29.03.2018;618.5767
30.03.2018;615.5433
2.04.2018;615.2933
3.04.2018;618.0667
4.04.2018;619.2467
5.04.2018;619.1033
6.04.2018;613.8900
9.04.2018;612.4400
10.04.2018;613.8900
11.04.2018;615.3700
12.04.2018;620.1433
13.04.2018;618.4533
16.04.2018;618.1067
17.04.2018;617.1800
18.04.2018;616.4967
19.04.2018;622.4233
20.04.2018;624.7300
24.04.2018;618.2467
25.04.2018;618.3200
26.04.2018;618.8367
27.04.2018;619.8833
30.04.2018;617.5000
2.05.2018;617.4933
3.05.2018;617.9567
4.05.2018;621.8533
7.05.2018;622.2167
8.05.2018;623.9300
9.05.2018;628.3633
10.05.2018;629.2133
11.05.2018;631.2433
14.05.2018;630.5933
15.05.2018;632.3233
16.05.2018;624.1300
17.05.2018;621.7667
18.05.2018;619.8567
21.05.2018;621.4033
22.05.2018;618.3700
23.05.2018;629.6467
24.05.2018;629.1100
25.05.2018;633.9667
28.05.2018;636.8000
29.05.2018;642.9200
30.05.2018;636.7933
31.05.2018;633.6967
1.06.2018;635.3900
4.06.2018;631.6667
5.06.2018;631.3200
6.06.2018;625.3633
7.06.2018;624.6933
8.06.2018;629.4233
11.06.2018;625.6733
12.06.2018;627.9600
13.06.2018;629.6967
18.06.2018;632.7900
19.06.2018;629.0367
20.06.2018;624.3467
21.06.2018;621.0567
22.06.2018;614.5767
25.06.2018;615.5733
26.06.2018;614.4600
27.06.2018;612.1367
28.06.2018;614.4533
29.06.2018;606.6600
2.07.2018;604.4700
3.07.2018;602.4933
4.07.2018;599.0333
5.07.2018;602.8267
6.07.2018;601.8167
9.07.2018;600.1833
10.07.2018;602.2267
11.07.2018;599.2600
12.07.2018;597.9833
13.07.2018;596.3733
16.07.2018;598.9633
17.07.2018;595.3500
18.07.2018;587.3500
19.07.2018;584.7500
20.07.2018;586.5900
23.07.2018;589.3200
24.07.2018;590.4133
25.07.2018;592.9767
26.07.2018;593.3233
27.07.2018;594.4833
30.07.2018;590.8633
31.07.2018;587.7600
1.08.2018;586.7833
2.08.2018;588.5467
3.08.2018;586.4067
6.08.2018;591.3933
7.08.2018;593.2567
8.08.2018;593.3233
9.08.2018;591.4400
10.08.2018;590.9133
13.08.2018;599.1467
14.08.2018;593.9000
15.08.2018;588.6367
16.08.2018;583.4200
17.08.2018;577.5467
27.08.2018;582.0433
28.08.2018;577.4200
29.08.2018;577.3733
31.08.2018;575.0433
3.09.2018;575.4267
4.09.2018;573.4733
5.09.2018;571.6767
6.09.2018;573.8767
7.09.2018;574.8633
10.09.2018;573.9000
11.09.2018;573.6100
12.09.2018;574.7100
13.09.2018;578.2433
14.09.2018;580.7967
17.09.2018;574.7967
18.09.2018;574.6367
19.09.2018;573.7933
20.09.2018;580.8767
21.09.2018;581.8367
24.09.2018;579.6200
25.09.2018;578.2900
26.09.2018;578.7933
27.09.2018;577.3400
28.09.2018;576.7900
1.10.2018;577.6067
2.10.2018;580.4467
3.10.2018;587.4800
4.10.2018;588.7600
5.10.2018;590.7167
8.10.2018;588.4367
9.10.2018;584.1633
10.10.2018;587.7367
11.10.2018;586.9300
12.10.2018;593.0633
15.10.2018;600.3400
16.10.2018;600.9800
17.10.2018;599.8733
18.10.2018;599.6600
19.10.2018;599.0700
22.10.2018;601.0600
23.10.2018;603.0367
24.10.2018;602.7267
25.10.2018;605.2767
26.10.2018;607.4000
30.10.2018;606.3367
31.10.2018;605.7367
1.11.2018;607.2533
2.11.2018;614.9033
5.11.2018;615.3867
6.11.2018;620.4700
7.11.2018;618.9333
8.11.2018;614.2700
9.11.2018;613.9900
12.11.2018;614.6300
13.11.2018;611.5833
14.11.2018;610.6200
15.11.2018;607.9800
16.11.2018;607.6433
19.11.2018;611.1033
20.11.2018;607.6967
21.11.2018;608.3067
22.11.2018;610.9467
23.11.2018;608.5267
26.11.2018;610.2233
27.11.2018;613.4733
28.11.2018;609.2867
29.11.2018;611.8767
30.11.2018;603.1333
3.12.2018;602.0967
4.12.2018;605.9767
5.12.2018;603.1900
6.12.2018;602.0200
7.12.2018;601.9033
10.12.2018;598.8200
11.12.2018;599.6567
12.12.2018;597.7933
13.12.2018;601.9967
14.12.2018;603.8433
17.12.2018;602.2000
18.12.2018;600.6033
19.12.2018;602.0667
20.12.2018;600.5967
21.12.2018;598.9900
24.12.2018;602.8333
25.12.2018;605.1033
26.12.2018;608.6900
27.12.2018;607.9767
28.12.2018;611.1100
31.12.2018;609.3933
2.01.2019;610.8433
3.01.2019;611.0367
4.01.2019;616.6000
7.01.2019;616.1667
8.01.2019;620.1700
9.01.2019;617.4333
10.01.2019;619.8433
11.01.2019;616.2833
14.01.2019;616.6300
15.01.2019;611.9533
16.01.2019;613.4000
17.01.2019;616.7967
18.01.2019;616.0000
21.01.2019;616.4067
22.01.2019;614.7300
23.01.2019;614.2667
24.01.2019;612.8833
25.01.2019;613.4133
28.01.2019;623.4067
29.01.2019;623.8867
30.01.2019;625.6267
31.01.2019;628.1867
1.02.2019;627.0100
4.02.2019;625.2233
5.02.2019;625.7567
6.02.2019;627.2100
7.02.2019;625.5133
8.02.2019;625.0533
11.02.2019;622.6233
12.02.2019;624.1167
13.02.2019;622.8233
14.02.2019;621.7567
15.02.2019;626.2767
18.02.2019;628.7200
19.02.2019;633.7133
20.02.2019;641.3567
21.02.2019;639.2400
22.02.2019;634.6900
25.02.2019;639.0633
26.02.2019;643.9533
27.02.2019;642.7867
28.02.2019;645.4100
1.03.2019;643.6933
4.03.2019;634.7300
5.03.2019;630.1833
6.03.2019;629.9700
7.03.2019;628.6800
8.03.2019;632.3200
11.03.2019;633.6600
12.03.2019;629.0833
13.03.2019;638.0733
14.03.2019;634.8200
15.03.2019;635.2933
18.03.2019;634.0900
19.03.2019;631.4367
20.03.2019;634.4933
21.03.2019;642.6367
22.03.2019;643.5633
25.03.2019;645.0867
26.03.2019;643.4100
27.03.2019;643.9767
28.03.2019;645.9000
29.03.2019;642.1233
1.04.2019;639.5533
2.04.2019;637.9100
3.04.2019;639.8033
4.04.2019;641.4467
5.04.2019;650.9000
8.04.2019;659.0833
9.04.2019;658.3900
10.04.2019;657.6667
11.04.2019;651.3100
12.04.2019;654.7667
15.04.2019;649.0633
16.04.2019;645.4967
17.04.2019;642.5500
18.04.2019;641.1500
19.04.2019;643.3300
22.04.2019;644.8600
24.04.2019;646.7233
25.04.2019;649.4367
26.04.2019;651.8267
29.04.2019;654.1900
30.04.2019;651.4933
2.05.2019;644.8500
3.05.2019;639.1533
6.05.2019;638.5367
7.05.2019;637.7467
8.05.2019;648.8133
9.05.2019;645.6633
10.05.2019;639.6933
13.05.2019;639.7900
14.05.2019;641.1933
15.05.2019;643.4233
16.05.2019;642.8500
17.05.2019;639.1667
20.05.2019;631.2600
21.05.2019;628.9867
22.05.2019;627.9733
23.05.2019;627.2733
24.05.2019;625.4033
27.05.2019;626.2600
28.05.2019;626.5400
29.05.2019;626.9800
30.05.2019;623.5733
31.05.2019;629.2933
7.06.2019;644.9533
10.06.2019;635.2233
11.06.2019;630.1067
12.06.2019;634.7133
13.06.2019;638.1867
14.06.2019;643.2867
17.06.2019;640.5200
18.06.2019;641.4200
19.06.2019;641.0067
20.06.2019;653.7733
21.06.2019;654.6767
24.06.2019;656.3033
25.06.2019;660.1100
26.06.2019;654.0100
27.06.2019;652.0633
28.06.2019;656.7733
1.07.2019;650.4933
2.07.2019;659.3400
3.07.2019;671.4100
4.07.2019;667.8167
5.07.2019;669.6667
8.07.2019;666.4200
9.07.2019;658.0700
10.07.2019;660.0400
11.07.2019;668.9367
12.07.2019;665.5767
16.07.2019;672.2733
17.07.2019;670.1133
18.07.2019;675.3067
19.07.2019;683.3033
22.07.2019;680.9867
23.07.2019;678.3767
24.07.2019;681.4133
25.07.2019;689.4267
26.07.2019;693.6567
29.07.2019;687.8933
30.07.2019;692.8700
31.07.2019;696.2700
1.08.2019;686.7067
2.08.2019;695.7900
5.08.2019;696.3533
6.08.2019;696.6933
7.08.2019;702.0267
8.08.2019;705.3800
9.08.2019;707.1833
15.08.2019;709.6767
16.08.2019;707.4167
19.08.2019;706.7533
20.08.2019;709.6467
21.08.2019;713.3100
22.08.2019;708.8467
23.08.2019;710.3133
26.08.2019;714.8633
27.08.2019;722.0500
28.08.2019;724.9000
29.08.2019;728.2933
2.09.2019;745.2467
3.09.2019;755.4867
4.09.2019;759.5900
5.09.2019;764.0367
6.09.2019;757.5233
9.09.2019;745.0933
10.09.2019;743.1833
11.09.2019;739.4633
12.09.2019;751.7967
13.09.2019;750.1567
16.09.2019;743.5600
17.09.2019;744.7733
18.09.2019;742.0033
19.09.2019;740.3500
20.09.2019;738.4600
23.09.2019;749.0133
24.09.2019;756.6367
25.09.2019;759.9600
26.09.2019;751.7167
27.09.2019;744.1300
30.09.2019;742.5500
1.10.2019;734.6533
2.10.2019;728.9900
3.10.2019;731.1867
4.10.2019;735.6833
7.10.2019;729.9200
8.10.2019;726.5600
9.10.2019;728.7667
10.10.2019;732.6900
11.10.2019;727.7767
14.10.2019;729.7933
15.10.2019;726.4933
16.10.2019;723.5833
17.10.2019;720.9567
18.10.2019;717.0167
21.10.2019;716.2467
22.10.2019;715.9967
23.10.2019;717.8833
24.10.2019;720.0367
25.10.2019;727.0667
30.10.2019;726.9867
31.10.2019;728.2633
1.11.2019;732.8267
4.11.2019;732.2033
5.11.2019;739.3933
6.11.2019;728.9233
7.11.2019;730.6367
8.11.2019;724.2167
11.11.2019;713.9567
12.11.2019;707.8700
13.11.2019;710.1400
14.11.2019;713.9967
15.11.2019;709.2067
18.11.2019;705.2400
19.11.2019;712.3767
20.11.2019;714.9033
21.11.2019;718.2467
22.11.2019;722.0667
25.11.2019;719.2933
26.11.2019;716.1133
27.11.2019;714.4700
28.11.2019;719.6133
29.11.2019;714.5200
2.12.2019;717.6600
3.12.2019;721.0167
4.12.2019;716.2100
5.12.2019;722.2367
6.12.2019;715.7600
9.12.2019;713.9400
10.12.2019;714.1633
11.12.2019;713.1367
12.12.2019;719.0600
13.12.2019;721.4867
16.12.2019;725.5967
17.12.2019;726.3600
18.12.2019;725.2733
19.12.2019;703.5567
20.12.2019;724.8500
23.12.2019;726.7400
24.12.2019;730.8967
25.12.2019;731.2033
26.12.2019;732.4167
27.12.2019;730.7767
30.12.2019;733.7267
31.12.2019;742.4800
2.01.2020;745.8600
3.01.2020;757.6667
6.01.2020;766.2367
7.01.2020;766.2967
8.01.2020;762.2500
9.01.2020;757.4933
10.01.2020;753.2767
13.01.2020;762.9267
14.01.2020;757.8700
15.01.2020;755.0900
16.01.2020;769.6567
17.01.2020;779.2233
20.01.2020;776.7867
21.01.2020;781.2267
22.01.2020;771.6067
23.01.2020;773.1000
24.01.2020;776.6800
27.01.2020;782.4567
28.01.2020;783.1667
29.01.2020;778.5400
30.01.2020;784.5067
31.01.2020;771.8533
3.02.2020;777.0533
4.02.2020;765.0600
5.02.2020;765.7400
6.02.2020;771.6100
7.02.2020;773.8100
10.02.2020;778.7967
11.02.2020;777.9533
12.02.2020;773.8133
13.02.2020;781.3067
14.02.2020;780.8300
17.02.2020;790.2767
18.02.2020;791.3367
19.02.2020;798.8500
20.02.2020;816.8767
21.02.2020;812.9200
24.02.2020;828.1533
25.02.2020;816.0733
26.02.2020;802.7400
27.02.2020;795.3333
28.02.2020;780.8867
2.03.2020;751.9233
3.03.2020;749.1500
4.03.2020;752.1700
5.03.2020;759.6400
6.03.2020;755.9033
9.03.2020;758.0267
10.03.2020;743.9267
11.03.2020;748.3533
12.03.2020;745.5500
13.03.2020;733.7800
16.03.2020;687.8967
17.03.2020;655.3667
18.03.2020;649.0433
19.03.2020;650.8833
20.03.2020;644.2200
23.03.2020;661.7200
24.03.2020;694.6133
25.03.2020;710.8600
26.03.2020;729.5633
27.03.2020;720.9733
30.03.2020;721.1767
31.03.2020;704.3433
1.04.2020;707.9733
2.04.2020;707.6167
3.04.2020;717.1967
6.04.2020;731.2367
7.04.2020;739.9800
8.04.2020;738.6067
9.04.2020;741.2633
10.04.2020;740.2567
13.04.2020;735.3033
14.04.2020;754.4767
15.04.2020;760.8233
16.04.2020;766.5733
17.04.2020;766.8100
20.04.2020;761.4167
21.04.2020;761.0433
22.04.2020;761.7767
24.04.2020;769.7033
27.04.2020;773.7700
28.04.2020;764.5333
29.04.2020;749.1667
30.04.2020;771.2533
4.05.2020;759.6300
5.05.2020;753.3300
6.05.2020;757.9600
7.05.2020;758.1667
8.05.2020;758.6267
11.05.2020;758.8033
12.05.2020;765.4567
13.05.2020;764.2233
14.05.2020;765.4367
15.05.2020;765.0367
18.05.2020;785.5267
20.05.2020;793.1033
21.05.2020;791.5700
22.05.2020;788.4100
27.05.2020;782.3300
28.05.2020;779.9567
29.05.2020;760.0633
1.06.2020;777.0900
2.06.2020;777.2667
3.06.2020;756.7300
4.06.2020;759.0733
5.06.2020;760.9500
8.06.2020;747.8100
9.06.2020;754.8567
10.06.2020;752.9300
11.06.2020;751.6633
12.06.2020;755.9467
15.06.2020;751.8667
16.06.2020;736.3700
17.06.2020;754.8000
18.06.2020;760.2400
19.06.2020;748.0967
22.06.2020;763.4200
23.06.2020;764.6367
24.06.2020;773.0133
25.06.2020;767.5500
26.06.2020;753.4767
29.06.2020;768.9300
30.06.2020;753.3567
1.07.2020;777.5767
2.07.2020;762.0533
3.07.2020;772.3867
6.07.2020;755.5700
7.07.2020;770.8433
8.07.2020;779.8467
9.07.2020;771.6433
10.07.2020;788.7833
13.07.2020;788.4000
14.07.2020;765.2967
16.07.2020;779.8967
17.07.2020;774.6767
20.07.2020;757.9633
21.07.2020;781.2600
22.07.2020;793.4400
23.07.2020;803.4633
24.07.2020;800.8900
27.07.2020;807.7033
28.07.2020;824.9000
29.07.2020;825.8133
4.08.2020;823.7133
5.08.2020;824.5100
6.08.2020;852.1200
7.08.2020;862.3333
10.08.2020;842.3533
11.08.2020;849.3900
12.08.2020;824.8200
13.08.2020;820.8267
14.08.2020;807.1600
17.08.2020;824.8700
18.08.2020;840.0467
19.08.2020;819.5367
20.08.2020;811.8967
21.08.2020;813.7100
24.08.2020;796.9133
25.08.2020;828.6033
26.08.2020;810.3267
27.08.2020;814.9033
28.08.2020;822.0800
31.08.2020;816.3267
1.09.2020;824.0400
2.09.2020;826.0700
3.09.2020;813.7467
4.09.2020;811.7167
7.09.2020;807.6267
8.09.2020;804.1633
9.09.2020;808.5133
10.09.2020;814.2767
11.09.2020;815.3167
14.09.2020;800.1267
15.09.2020;823.6300
16.09.2020;829.2833
17.09.2020;827.2133
18.09.2020;828.6800
21.09.2020;815.9100
22.09.2020;805.6200
23.09.2020;794.4333
24.09.2020;780.9867
25.09.2020;781.4533
28.09.2020;768.9067
29.09.2020;789.4500
30.09.2020;793.0033
1.10.2020;794.0600
2.10.2020;802.8767
5.10.2020;801.1967
6.10.2020;799.4500
7.10.2020;777.0400
8.10.2020;787.4933
9.10.2020;794.0133
12.10.2020;798.0300
13.10.2020;799.2400
14.10.2020;787.3900
15.10.2020;784.5467
16.10.2020;797.5533
19.10.2020;795.5500
20.10.2020;789.0533
21.10.2020;796.1733
22.10.2020;791.0633
23.10.2020;800.9967
26.10.2020;790.3300
27.10.2020;789.5700
30.10.2020;781.0467
2.11.2020;790.4933
3.11.2020;800.9900
4.11.2020;791.1100
5.11.2020;805.0167
6.11.2020;811.1667
9.11.2020;803.3500
10.11.2020;779.8467
11.11.2020;786.4633
12.11.2020;781.3900
13.11.2020;789.7067
16.11.2020;790.7133
17.11.2020;798.2133
18.11.2020;793.0867
19.11.2020;795.5100
20.11.2020;801.7900
23.11.2020;793.6833
24.11.2020;780.6267
25.11.2020;783.4600
26.11.2020;784.8167
27.11.2020;781.4800
30.11.2020;762.7267
1.12.2020;780.1467
2.12.2020;796.3300
3.12.2020;797.0667
4.12.2020;803.3967
7.12.2020;792.2200
8.12.2020;801.4200
9.12.2020;798.6033
10.12.2020;789.4400
11.12.2020;791.5567
14.12.2020;788.5433
15.12.2020;794.1433
16.12.2020;797.9767
17.12.2020;804.0433
18.12.2020;804.8033
21.12.2020;799.5533
22.12.2020;797.0467
23.12.2020;792.1133
24.12.2020;794.4233
25.12.2020;800.3133
28.12.2020;803.9000
29.12.2020;801.6700
30.12.2020;807.2900
31.12.2020;814.6967
4.01.2021;830.8867
5.01.2021;829.0167
6.01.2021;833.1167
7.01.2021;823.1300
8.01.2021;824.1867
11.01.2021;795.7700
12.01.2021;809.7733
13.01.2021;808.8300
14.01.2021;815.1667
15.01.2021;816.6300
18.01.2021;808.4000
19.01.2021;818.5967
20.01.2021;817.8400
21.01.2021;829.0633
22.01.2021;814.8867
25.01.2021;820.5133
26.01.2021;815.5167
27.01.2021;812.5867
28.01.2021;806.2933
29.01.2021;820.7700
1.02.2021;829.1567
2.02.2021;823.9033
3.02.2021;820.6533
4.02.2021;811.7500
5.02.2021;819.2000
8.02.2021;832.8233
9.02.2021;846.0500
10.02.2021;851.4100
11.02.2021;859.6167
12.02.2021;846.5800
15.02.2021;865.6267
16.02.2021;864.6767
17.02.2021;839.1467
18.02.2021;849.2900
19.02.2021;843.9533
22.02.2021;851.3333
23.02.2021;849.0867
24.02.2021;851.6000
25.02.2021;843.0433
26.02.2021;818.8400
1.03.2021;824.4467
2.03.2021;814.4067
3.03.2021;819.9700
4.03.2021;801.8067
5.03.2021;797.2900
8.03.2021;797.5267
9.03.2021;810.3700
10.03.2021;814.8000
11.03.2021;834.0933
12.03.2021;817.3967
15.03.2021;830.5267
16.03.2021;834.1667
17.03.2021;825.6967
18.03.2021;833.4200
19.03.2021;827.4167
22.03.2021;818.8400
23.03.2021;826.8400
24.03.2021;826.9967
25.03.2021;818.0633
26.03.2021;826.0500
29.03.2021;831.5367
30.03.2021;815.4500
31.03.2021;821.4267
1.04.2021;833.3300
2.04.2021;837.9633
5.04.2021;835.4233
6.04.2021;842.1467
7.04.2021;844.1300
8.04.2021;843.3933
9.04.2021;835.0433
12.04.2021;827.5067
13.04.2021;819.7167
14.04.2021;825.1100
15.04.2021;826.8567
16.04.2021;833.8433
19.04.2021;842.3700
20.04.2021;825.1067
